NPDESID_PFID,NPDES_ID,PERMITTING_STATE,AGENCY_TYPE_CODE,FACILITY_UIN,FACILITY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_ADDRESS_TEXT,FACILITY_CITY,COUNTY_CODE,STATE_CODE,EPA_REGION_CODE,FACILITY_TYPE_CODE,FACILITY_LAT,FACILITY_LON,PERMIT_NAME,VERSION_NMBR,PERMIT_TYPE_CODE,EFFECTIVE_DATE,EXPIRATION_DATE,PERMIT_STATUS_CODE,FACILITY_TYPE_INDICATOR,MAJOR_MINOR_STATUS_FLAG,PERMIT_TRACKING,PT_START_DATE,DMR_TRACKING,DMR_NR_START_DATE,PERMIT_DESIGN_FLOW,PERMIT_AVG_FLOW,PERM_FEATURE_NMBR,PERM_FEATURE_TEXT,PF_LAT,PF_LON,PF_CHARACTER,PERM_FEATURE_TYPE_CODE,PF_STATE_WATERBODY_NAME,PF_STATE_AUTO_NAME,PF_REACH_ID,IN_ICIS,ECHO_DFR_LINK
PA0027651010,PA0027651,PA,ST6,1.10001E+11,W NEWTON BORO STP,SR 3039,,WEST NEWTON,PA129,PA,3,CTG,40.225,-79.765,WEST NEWTON BORO WESTMORELAND CNTY,0,NPD,7/1/13,6/30/18,EXP,POTW,N,Y,7/1/13,Y,1/17/18,0.6,,10,,40.21,-79.771389,CSO,EXO,Unnamed Trib To Youghiogheny River,Youghiogheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063679
PA0027651011,PA0027651,PA,ST6,1.10001E+11,W NEWTON BORO STP,SR 3039,,WEST NEWTON,PA129,PA,3,CTG,40.225,-79.765,WEST NEWTON BORO WESTMORELAND CNTY,0,NPD,7/1/13,6/30/18,EXP,POTW,N,Y,7/1/13,Y,1/17/18,0.6,,11,,40.208889,-79.770278,CSO,EXO,Youghiogheny River,Youghiogheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063679
PA0027651012,PA0027651,PA,ST6,1.10001E+11,W NEWTON BORO STP,SR 3039,,WEST NEWTON,PA129,PA,3,CTG,40.225,-79.765,WEST NEWTON BORO WESTMORELAND CNTY,0,NPD,7/1/13,6/30/18,EXP,POTW,N,Y,7/1/13,Y,1/17/18,0.6,,12,,40.210278,-79.770556,CSO,EXO,Unnamed Trib To Youghiogheny River,Youghiogheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063679
PA0027651013,PA0027651,PA,ST6,1.10001E+11,W NEWTON BORO STP,SR 3039,,WEST NEWTON,PA129,PA,3,CTG,40.225,-79.765,WEST NEWTON BORO WESTMORELAND CNTY,0,NPD,7/1/13,6/30/18,EXP,POTW,N,Y,7/1/13,Y,1/17/18,0.6,,13,,40.205833,-79.770556,CSO,EXO,Youghiogheny River,Youghiogheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063679
PA0027651014,PA0027651,PA,ST6,1.10001E+11,W NEWTON BORO STP,SR 3039,,WEST NEWTON,PA129,PA,3,CTG,40.225,-79.765,WEST NEWTON BORO WESTMORELAND CNTY,0,NPD,7/1/13,6/30/18,EXP,POTW,N,Y,7/1/13,Y,1/17/18,0.6,,14,,40.202778,-79.770278,CSO,EXO,Youghiogheny River,Youghiogheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063679
PA0027693003,PA0027693,PA,ST6,1.10011E+11,MINERSVILLE SEWER AUTHORITY WWTP,STATE ROUTE 901,,MINERSVILLE,PA107,PA,3,CTG,40.685833,-76.255556,MINERSVILLE BORO SEW AUTH SCHUYLKILL CNTY,0,NPD,8/1/21,7/31/26,EFF,POTW,M,Y,8/1/21,Y,8/1/21,1,,3,,40.689167,-76.257222,CSO,EXO,West Branch Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010969167
PA0027693004,PA0027693,PA,ST6,1.10011E+11,MINERSVILLE SEWER AUTHORITY WWTP,STATE ROUTE 901,,MINERSVILLE,PA107,PA,3,CTG,40.685833,-76.255556,MINERSVILLE BORO SEW AUTH SCHUYLKILL CNTY,0,NPD,8/1/21,7/31/26,EFF,POTW,M,Y,8/1/21,Y,8/1/21,1,,4,,40.690833,-76.256667,CSO,EXO,West Branch Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010969167
PA0027693005,PA0027693,PA,ST6,1.10011E+11,MINERSVILLE SEWER AUTHORITY WWTP,STATE ROUTE 901,,MINERSVILLE,PA107,PA,3,CTG,40.685833,-76.255556,MINERSVILLE BORO SEW AUTH SCHUYLKILL CNTY,0,NPD,8/1/21,7/31/26,EFF,POTW,M,Y,8/1/21,Y,8/1/21,1,,5,,40.694167,-76.263889,CSO,EXO,West Branch Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010969167
PA0027693006,PA0027693,PA,ST6,1.10011E+11,MINERSVILLE SEWER AUTHORITY WWTP,STATE ROUTE 901,,MINERSVILLE,PA107,PA,3,CTG,40.685833,-76.255556,MINERSVILLE BORO SEW AUTH SCHUYLKILL CNTY,0,NPD,8/1/21,7/31/26,EFF,POTW,M,Y,8/1/21,Y,8/1/21,1,,6,,40.692778,-76.263333,CSO,EXO,West Branch Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010969167
PA0028207002,PA0028207,PA,ST6,1.10011E+11,REYNOLDSVILLE STP,149 S 5TH ST,,REYNOLDSVILLE,PA065,PA,3,CTG,41.093056,-78.896667,REYNOLDSVILLE BORO AUTH JEFFERSON CNTY,0,NPD,8/1/12,7/31/17,EXP,POTW,N,Y,8/1/12,Y,7/1/17,1.477,,2,,41.093611,-78.891111,CSO,EXO,Sandy Lick Creek,Soldier Run,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010977504
PA0028207003,PA0028207,PA,ST6,1.10011E+11,REYNOLDSVILLE STP,149 S 5TH ST,,REYNOLDSVILLE,PA065,PA,3,CTG,41.093056,-78.896667,REYNOLDSVILLE BORO AUTH JEFFERSON CNTY,0,NPD,8/1/12,7/31/17,EXP,POTW,N,Y,8/1/12,Y,7/1/17,1.477,,3,,41.096944,-78.8925,CSO,EXO,Pitchpine Run,Sandy Lick Creek,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010977504
PA0028207004,PA0028207,PA,ST6,1.10011E+11,REYNOLDSVILLE STP,149 S 5TH ST,,REYNOLDSVILLE,PA065,PA,3,CTG,41.093056,-78.896667,REYNOLDSVILLE BORO AUTH JEFFERSON CNTY,0,NPD,8/1/12,7/31/17,EXP,POTW,N,Y,8/1/12,Y,7/1/17,1.477,,4,,41.096111,-78.892778,CSO,EXO,Sandy Lick Creek,Pitchpine Run,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010977504
PA0028207005,PA0028207,PA,ST6,1.10011E+11,REYNOLDSVILLE STP,149 S 5TH ST,,REYNOLDSVILLE,PA065,PA,3,CTG,41.093056,-78.896667,REYNOLDSVILLE BORO AUTH JEFFERSON CNTY,0,NPD,8/1/12,7/31/17,EXP,POTW,N,Y,8/1/12,Y,7/1/17,1.477,,5,,41.102778,-78.892222,CSO,EXO,Sandy Lick Creek,Sandy Lick Creek,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010977504
PA0028207007,PA0028207,PA,ST6,1.10011E+11,REYNOLDSVILLE STP,149 S 5TH ST,,REYNOLDSVILLE,PA065,PA,3,CTG,41.093056,-78.896667,REYNOLDSVILLE BORO AUTH JEFFERSON CNTY,0,NPD,8/1/12,7/31/17,EXP,POTW,N,Y,8/1/12,Y,7/1/17,1.477,,7,,41.088611,-78.886111,CSO,EXO,Soldier Run,Soldier Run,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010977504
PA0028207008,PA0028207,PA,ST6,1.10011E+11,REYNOLDSVILLE STP,149 S 5TH ST,,REYNOLDSVILLE,PA065,PA,3,CTG,41.093056,-78.896667,REYNOLDSVILLE BORO AUTH JEFFERSON CNTY,0,NPD,8/1/12,7/31/17,EXP,POTW,N,Y,8/1/12,Y,7/1/17,1.477,,8,,41.085833,-78.877222,CSO,EXO,Soldier Run,Soldier Run,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010977504
PA0028207022,PA0028207,PA,ST6,1.10011E+11,REYNOLDSVILLE STP,149 S 5TH ST,,REYNOLDSVILLE,PA065,PA,3,CTG,41.093056,-78.896667,REYNOLDSVILLE BORO AUTH JEFFERSON CNTY,0,NPD,8/1/12,7/31/17,EXP,POTW,N,Y,8/1/12,Y,7/1/17,1.477,,22,,41.091944,-78.885833,CLS,EXO,Soldier Run,Soldier Run,5.01001E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110010977504
PA0028223002,PA0028223,PA,ST6,1.1004E+11,CORRY WWTP,100 SCIOTA ST,,CORRY,PA049,PA,3,CTG,41.926389,-79.621667,CORRY CITY MUNI AUTH ERIE CNTY,0,NPD,12/1/14,11/30/19,EXP,POTW,M,Y,12/1/14,Y,12/1/14,3.5,,2,,41.9225,-79.623056,CSO,EXO,Hare Creek,Hare Creek,5.01E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110039838655
PA0028223004,PA0028223,PA,ST6,1.1004E+11,CORRY WWTP,100 SCIOTA ST,,CORRY,PA049,PA,3,CTG,41.926389,-79.621667,CORRY CITY MUNI AUTH ERIE CNTY,0,NPD,12/1/14,11/30/19,EXP,POTW,M,Y,12/1/14,Y,12/1/14,3.5,,4,,41.925556,-79.628889,CSO,EXO,Hare Creek,Hare Creek,5.01E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110039838655
PA0028223005,PA0028223,PA,ST6,1.1004E+11,CORRY WWTP,100 SCIOTA ST,,CORRY,PA049,PA,3,CTG,41.926389,-79.621667,CORRY CITY MUNI AUTH ERIE CNTY,0,NPD,12/1/14,11/30/19,EXP,POTW,M,Y,12/1/14,Y,12/1/14,3.5,,5,,41.925278,-79.638889,CSO,EXO,Bear Creek,Bear Creek,5.01E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110039838655
PA0028401002,PA0028401,PA,ST6,1.10001E+11,DRAVOSBURG BORO STP,320 WASHINGTON AVE,,DRAVOSBURG,PA003,PA,3,COR,40.349722,-79.884167,PA AMER WATER CO,0,NPD,2/1/18,1/31/23,EXP,NON-POTW,N,Y,2/1/18,Y,2/1/18,0.48,,2,,40.349722,-79.884167,CSO|DSW,EXO,Monongahela River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001061476
PA0028436003,PA0028436,PA,ST6,1.10001E+11,ELIZABETH BORO STP,1 LOCUST ST,,ELIZABETH,PA003,PA,3,MWD,40.279167,-79.883333,ELIZABETH BORO MUN AUTH,0,NPD,9/1/02,8/8/07,ADC,POTW,M,Y,9/1/02,Y,9/1/02,1.2,,3,,40.276111,-79.885,CSO,EXO,Fallen Timber Run,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063321
PA0028436005,PA0028436,PA,ST6,1.10001E+11,ELIZABETH BORO STP,1 LOCUST ST,,ELIZABETH,PA003,PA,3,MWD,40.279167,-79.883333,ELIZABETH BORO MUN AUTH,0,NPD,9/1/02,8/8/07,ADC,POTW,M,Y,9/1/02,Y,9/1/02,1.2,,5,,40.273611,-79.888056,CSO,EXO,Monongahela River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063321
PA0028436006,PA0028436,PA,ST6,1.10001E+11,ELIZABETH BORO STP,1 LOCUST ST,,ELIZABETH,PA003,PA,3,MWD,40.279167,-79.883333,ELIZABETH BORO MUN AUTH,0,NPD,9/1/02,8/8/07,ADC,POTW,M,Y,9/1/02,Y,9/1/02,1.2,,6,,40.272778,-79.888611,CSO,EXO,Monongahela River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063321
PA0028436007,PA0028436,PA,ST6,1.10001E+11,ELIZABETH BORO STP,1 LOCUST ST,,ELIZABETH,PA003,PA,3,MWD,40.279167,-79.883333,ELIZABETH BORO MUN AUTH,0,NPD,9/1/02,8/8/07,ADC,POTW,M,Y,9/1/02,Y,9/1/02,1.2,,7,,40.271944,-79.89,CSO,EXO,Monongahela River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063321
PA0028436008,PA0028436,PA,ST6,1.10001E+11,ELIZABETH BORO STP,1 LOCUST ST,,ELIZABETH,PA003,PA,3,MWD,40.279167,-79.883333,ELIZABETH BORO MUN AUTH,0,NPD,9/1/02,8/8/07,ADC,POTW,M,Y,9/1/02,Y,9/1/02,1.2,,8,,40.27,-79.892222,CSO,EXO,Monongahela River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001063321
PA0028631002,PA0028631,PA,ST6,1.1004E+11,MID-CAMERON AUTHORITY,718 S MOUNTAIN RD,,EMPORIUM,PA023,PA,3,CTG,41.506111,-78.226389,MID CAMERON MUNI AUTH,0,NPD,6/1/21,5/31/26,EFF,POTW,M,Y,6/1/21,Y,6/1/21,1,,2,,41.506111,-78.228611,CSO,EXO,Driftwood Branch Sinnemahoning Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039813253
PA0028673002,PA0028673,PA,ST6,1.1001E+11,GALLITZIN BORO - WWTP,100 BLOCK COMMERCIAL LN,,GALLITZIN,PA021,PA,3,CTG,40.488889,-78.564639,GALLITZIN BORO SEW & DSPL AUTH CAMBRIA CNTY,0,NPD,9/1/20,8/31/25,EFF,POTW,N,Y,9/1/20,Y,9/1/20,0,,2,,40.488889,-78.559722,CLS,EXO,Unnamed Trib To Bradley Run,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010261554
PA0028673003,PA0028673,PA,ST6,1.1001E+11,GALLITZIN BORO - WWTP,100 BLOCK COMMERCIAL LN,,GALLITZIN,PA021,PA,3,CTG,40.488889,-78.564639,GALLITZIN BORO SEW & DSPL AUTH CAMBRIA CNTY,0,NPD,9/1/20,8/31/25,EFF,POTW,N,Y,9/1/20,Y,9/1/20,0,,3,,40.485,-78.558611,CLS,EXO,Unnamed Trib To Bradley Run,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010261554
PA0028673004,PA0028673,PA,ST6,1.1001E+11,GALLITZIN BORO - WWTP,100 BLOCK COMMERCIAL LN,,GALLITZIN,PA021,PA,3,CTG,40.488889,-78.564639,GALLITZIN BORO SEW & DSPL AUTH CAMBRIA CNTY,0,NPD,9/1/20,8/31/25,EFF,POTW,N,Y,9/1/20,Y,9/1/20,0,,4,,40.483611,-78.558056,CLS,EXO,Unnamed Trib To Bradley Run,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010261554
PA0028673005,PA0028673,PA,ST6,1.1001E+11,GALLITZIN BORO - WWTP,100 BLOCK COMMERCIAL LN,,GALLITZIN,PA021,PA,3,CTG,40.488889,-78.564639,GALLITZIN BORO SEW & DSPL AUTH CAMBRIA CNTY,0,NPD,9/1/20,8/31/25,EFF,POTW,N,Y,9/1/20,Y,9/1/20,0,,5,,40.483889,-78.555278,CLS,EXO,Unnamed Trib To Bradley Run,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010261554
PA0028673006,PA0028673,PA,ST6,1.1001E+11,GALLITZIN BORO - WWTP,100 BLOCK COMMERCIAL LN,,GALLITZIN,PA021,PA,3,CTG,40.488889,-78.564639,GALLITZIN BORO SEW & DSPL AUTH CAMBRIA CNTY,0,NPD,9/1/20,8/31/25,EFF,POTW,N,Y,9/1/20,Y,9/1/20,0,,6,,40.483333,-78.555278,CLS,EXO,Unnamed Trib To Bradley Run,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010261554
PA0028673007,PA0028673,PA,ST6,1.1001E+11,GALLITZIN BORO - WWTP,100 BLOCK COMMERCIAL LN,,GALLITZIN,PA021,PA,3,CTG,40.488889,-78.564639,GALLITZIN BORO SEW & DSPL AUTH CAMBRIA CNTY,0,NPD,9/1/20,8/31/25,EFF,POTW,N,Y,9/1/20,Y,9/1/20,0,,7,,40.472222,-78.552222,CLS,EXO,Unnamed Trib To Bradley Run,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010261554
PA0036650002,PA0036650,PA,ST6,1.10011E+11,TITUSVILLE WWTP,SPRING ST,,TITUSVILLE,PA039,PA,3,CTG,41.621944,-79.656389,TITUSVILLE CITY CRAWFORD CNTY,0,NPD,11/1/16,10/31/21,EXP,POTW,M,Y,11/1/16,Y,11/1/16,4,,2,,41.623056,-79.656667,CSO,EXO,Oil Creek,Church Run,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010689683
PA0036650003,PA0036650,PA,ST6,1.10011E+11,TITUSVILLE WWTP,SPRING ST,,TITUSVILLE,PA039,PA,3,CTG,41.621944,-79.656389,TITUSVILLE CITY CRAWFORD CNTY,0,NPD,11/1/16,10/31/21,EXP,POTW,M,Y,11/1/16,Y,11/1/16,4,,3,,41.624722,-79.663611,CSO,EXO,Church Run,Oil Creek,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010689683
PA0036650004,PA0036650,PA,ST6,1.10011E+11,TITUSVILLE WWTP,SPRING ST,,TITUSVILLE,PA039,PA,3,CTG,41.621944,-79.656389,TITUSVILLE CITY CRAWFORD CNTY,0,NPD,11/1/16,10/31/21,EXP,POTW,M,Y,11/1/16,Y,11/1/16,4,,4,,41.623889,-79.662222,CSO,EXO,Oil Creek,Oil Creek,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010689683
PA0036650006,PA0036650,PA,ST6,1.10011E+11,TITUSVILLE WWTP,SPRING ST,,TITUSVILLE,PA039,PA,3,CTG,41.621944,-79.656389,TITUSVILLE CITY CRAWFORD CNTY,0,NPD,11/1/16,10/31/21,EXP,POTW,M,Y,11/1/16,Y,11/1/16,4,,6,,41.623333,-79.673333,CSO,EXO,Oil Creek,Oil Creek,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010689683
PA0036820002,PA0036820,PA,ST6,1.10011E+11,GALETON BORO WWTP,MILL STREET,,GALETON,PA105,PA,3,CTG,41.737222,-77.634167,GALETON BORO AUTH POTTER CNTY,0,NPD,8/1/21,7/31/26,EFF,POTW,N,Y,8/1/21,Y,8/1/21,0.5,,2,,41.738083,-77.634778,CSO,EXO,Pine Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010975034
PA0037044002,PA0037044,PA,ST6,1.10001E+11,FORD CITY BORO MUNI SEW DISPOSAL AUTH WWTP,17TH ST,,FORD CITY,PA005,PA,3,CTG,40.780556,-79.526111,FORD CITY BORO MUNI SEW DSPL AUTH,0,NPD,10/1/14,9/30/19,EXP,POTW,M,Y,10/1/14,Y,10/1/14,1.3,,2,,40.77,-79.535833,CSO,EXO,Allegheny River,Allegheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001117050
PA0037044003,PA0037044,PA,ST6,1.10001E+11,FORD CITY BORO MUNI SEW DISPOSAL AUTH WWTP,17TH ST,,FORD CITY,PA005,PA,3,CTG,40.780556,-79.526111,FORD CITY BORO MUNI SEW DSPL AUTH,0,NPD,10/1/14,9/30/19,EXP,POTW,M,Y,10/1/14,Y,10/1/14,1.3,,3,,40.774167,-79.532222,CSO,EXO,Allegheny River,Allegheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001117050
PA0037044004,PA0037044,PA,ST6,1.10001E+11,FORD CITY BORO MUNI SEW DISPOSAL AUTH WWTP,17TH ST,,FORD CITY,PA005,PA,3,CTG,40.780556,-79.526111,FORD CITY BORO MUNI SEW DSPL AUTH,0,NPD,10/1/14,9/30/19,EXP,POTW,M,Y,10/1/14,Y,10/1/14,1.3,,4,,40.774167,-79.532222,CSO,EXO,Allegheny River,Allegheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001117050
PA0037044005,PA0037044,PA,ST6,1.10001E+11,FORD CITY BORO MUNI SEW DISPOSAL AUTH WWTP,17TH ST,,FORD CITY,PA005,PA,3,CTG,40.780556,-79.526111,FORD CITY BORO MUNI SEW DSPL AUTH,0,NPD,10/1/14,9/30/19,EXP,POTW,M,Y,10/1/14,Y,10/1/14,1.3,,5,,40.77,-79.535833,CSO,EXO,Allegheny River,Allegheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001117050
PA0037044006,PA0037044,PA,ST6,1.10001E+11,FORD CITY BORO MUNI SEW DISPOSAL AUTH WWTP,17TH ST,,FORD CITY,PA005,PA,3,CTG,40.780556,-79.526111,FORD CITY BORO MUNI SEW DSPL AUTH,0,NPD,10/1/14,9/30/19,EXP,POTW,M,Y,10/1/14,Y,10/1/14,1.3,,6,,40.761389,-79.544167,CSO,EXO,Allegheny River,Allegheny River,,YES,https://echo.epa.gov/detailed-facility-report?fid=110001117050
PA0043273002,PA0043273,PA,ST6,1.10011E+11,HOLLIDAYSBURG REGIONAL STP,2681 RESERVOIR ROAD,,HOLLIDAYSBURG,PA013,PA,3,CTG,40.43,-78.360556,HOLLIDAYSBURG BORO SEW AUTH BLAIR CNTY,0,NPD,4/1/23,3/31/28,EFF,POTW,M,Y,4/1/23,Y,4/1/23,6,,2,,40.430278,-78.359167,CSO,EXO,Frankstown Branch Juniata River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010974525
PA0043273003,PA0043273,PA,ST6,1.10011E+11,HOLLIDAYSBURG REGIONAL STP,2681 RESERVOIR ROAD,,HOLLIDAYSBURG,PA013,PA,3,CTG,40.43,-78.360556,HOLLIDAYSBURG BORO SEW AUTH BLAIR CNTY,0,NPD,4/1/23,3/31/28,EFF,POTW,M,Y,4/1/23,Y,4/1/23,6,,3,,40.438611,-78.386389,CSO|SW,EXO,Brush Run,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010974525
PA0043273004,PA0043273,PA,ST6,1.10011E+11,HOLLIDAYSBURG REGIONAL STP,2681 RESERVOIR ROAD,,HOLLIDAYSBURG,PA013,PA,3,CTG,40.43,-78.360556,HOLLIDAYSBURG BORO SEW AUTH BLAIR CNTY,0,NPD,4/1/23,3/31/28,EFF,POTW,M,Y,4/1/23,Y,4/1/23,6,,4,,40.424444,-78.383611,CSO,EXO,Beaverdam Branch,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010974525
PA0043273005,PA0043273,PA,ST6,1.10011E+11,HOLLIDAYSBURG REGIONAL STP,2681 RESERVOIR ROAD,,HOLLIDAYSBURG,PA013,PA,3,CTG,40.43,-78.360556,HOLLIDAYSBURG BORO SEW AUTH BLAIR CNTY,0,NPD,4/1/23,3/31/28,EFF,POTW,M,Y,4/1/23,Y,4/1/23,6,,5,,40.423056,-78.393333,CSO,EXO,Unnamed Trib To Beaverdam Branch,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010974525
PA0043885011,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,11,,40.683611,-76.185,CSO,EXO,Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885012,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,12,,40.685833,-76.1775,CSO,EXO,Unnamed Trib To Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885013,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,13,,40.6875,-76.173056,CSO,EXO,Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885014,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,14,,40.692778,-76.161944,CSO,EXO,Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885015,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,15,,40.695,-76.165833,CSO,EXO,Mill Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885016,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,16,,40.695278,-76.166667,CSO,EXO,Mill Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885017,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,17,,40.694722,-76.168889,CSO,EXO,Mill Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885018,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,18,,40.693889,-76.170833,CSO,EXO,Mill Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885019,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,19,,40.694444,-76.164167,CSO,EXO,Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885020,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,20,,40.702778,-76.166389,CSO,EXO,Mill Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
PA0043885021,PA0043885,PA,ST6,1.1004E+11,POTTSVILLE MAIN STP,MAIN PLANT,,POTTSVILLE,PA107,PA,3,CTG,40.677778,-76.189167,GREATER POTTSVILLE AREA SEW AUTH SCHUYLKILL CNTY,0,NPD,1/1/09,12/31/13,EXP,POTW,M,Y,1/1/09,Y,1/1/09,8.2,,21,,40.681111,-76.191111,CSO,EXO,Schuylkill River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110039844210
