"","FACILITY_NAME","LOCATION_ADDRESS","FACILITY_CITY","STATE_CODE","PERMIT_DESIGN_FLOW","PERMIT_AVG_FLOW","SF","SN_C","geometry"
"3754","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.904722, 42.920556)
"3755","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,NA,NA,c(-78.875, 42.8727777)
"3756","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.868888, 42.8669444)
"3757","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.860277, 42.8641666)
"3758","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.850833, 42.8636111)
"3759","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.837777, 42.8633333)
"3760","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.832222, 42.8605555)
"3761","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.832222, 42.8608333)
"3762","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.824722, 42.8602777)
"3763","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.826388, 42.8619444)
"3764","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.825833, 42.8625)
"3765","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.808611, 42.8505555)
"3766","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,NA,NA,c(-78.811388, 42.8522222)
"3767","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.811111, 42.8527777)
"3768","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,NA,NA,c(-78.812777, 42.8536111)
"3769","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.812777, 42.8541666)
"3770","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.814166, 42.8552777)
"3771","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,NA,NA,c(-78.818333, 42.8575)
"3772","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.820277, 42.8588888)
"3773","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.822777, 42.8597222)
"3774","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.824722, 42.8605555)
"3775","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.826666, 42.8616666)
"3776","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.821111, 42.8633333)
"3777","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.810555, 42.8627777)
"3778","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,NA,NA,c(-78.802222, 42.865)
"3779","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,NA,NA,c(-78.857222, 42.9238888)
"3780","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.91, 42.9519444)
"3781","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.909722, 42.9430555)
"3782","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,NA,NA,c(-78.8775, 42.935)
"3783","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.897777, 42.9286111)
"3784","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.895833, 42.9302777)
"3785","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.894166, 42.9308333)
"3786","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.878333, 42.9344444)
"3787","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.900277, 42.9208333)
"3788","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.901944, 42.9152777)
"3789","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.901944, 42.9027777)
"3790","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.868333, 42.8663888)
"3791","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.801944, 42.8647222)
"3792","GLENS FALLS (C) WWTP","2 SHERMANTOWN ROAD","GLENS FALLS","NY",9.5,NA,NA,NA,c(-73.618055, 43.3036111)
"3793","OSWEGO (C) WEST SIDE WWTF","COR FIRST AVE & W SCHUYLER ST","OSWEGO","NY",4,NA,"New York",1,c(-76.512388, 43.4607222)
"3794","OSWEGO (C) WEST SIDE WWTF","COR FIRST AVE & W SCHUYLER ST","OSWEGO","NY",4,NA,"New York",1,c(-76.510611, 43.4574444)
"3795","OSWEGO (C) EAST SIDE STP","71 MERCER STREET","OSWEGO","NY",5.35,NA,"New York",1,c(-76.500555, 43.4694444)
"3796","OSWEGO (C) EAST SIDE STP","71 MERCER STREET","OSWEGO","NY",5.35,NA,"New York",1,c(-76.50778, 43.45389)
"3797","OSWEGO (C) EAST SIDE STP","71 MERCER STREET","OSWEGO","NY",5.35,NA,"New York",1,c(-76.50278, 43.47056)
"3798","OSWEGO (C) EAST SIDE STP","71 MERCER STREET","OSWEGO","NY",5.35,NA,"New York",1,c(-76.51083, 43.46)
"3799","OSWEGO (C) EAST SIDE STP","71 MERCER STREET","OSWEGO","NY",5.35,NA,"New York",1,c(-76.50972, 43.45861)
"3800","OSWEGO (C) EAST SIDE STP","71 MERCER STREET","OSWEGO","NY",5.35,NA,"New York",1,c(-76.50917, 43.4575)
"3801","WATERFORD (T) WWTP","41 MOHAWK AVENUE","WATERFORD","NY",1.5,NA,NA,NA,c(-73.678888, 42.7866666)
"3802","WATERFORD (T) WWTP","41 MOHAWK AVENUE","WATERFORD","NY",1.5,NA,NA,NA,c(-73.685833, 42.7875)
"3803","KINGSTON (C) WWTP","91-129 EAST STRAND AVE","KINGSTON, CITY OF","NY",6.8,NA,NA,NA,c(-73.983611, 41.9152777)
"3804","KINGSTON (C) WWTP","91-129 EAST STRAND AVE","KINGSTON, CITY OF","NY",6.8,NA,"New York",1,c(-73.9825, 41.9177777)
"3805","KINGSTON (C) WWTP","91-129 EAST STRAND AVE","KINGSTON, CITY OF","NY",6.8,NA,"New York",1,c(-73.986666, 41.9161111)
"3806","KINGSTON (C) WWTP","91-129 EAST STRAND AVE","KINGSTON, CITY OF","NY",6.8,NA,"New York",1,c(-74.003055, 41.9088888)
"3807","CANASTOTA (V) WPCP","715 NORTH MAIN STREET","CANASTOTA","NY",2,NA,"New York",1,c(-75.761944, 43.0969444)
"3808","CANASTOTA (V) WPCP","715 NORTH MAIN STREET","CANASTOTA","NY",2,NA,"New York",1,c(-75.757777, 43.0894444)
"3809","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.4925, 44.7033333)
"3810","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.493055, 44.7019444)
"3811","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.491666, 44.6936111)
"3812","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.490833, 44.6869444)
"3813","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.479444, 44.7069444)
"3814","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.478055, 44.7072222)
"3815","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,"New York",1,c(-75.498888, 44.6958333)
"3816","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,"New York",1,c(-75.49972, 44.69583)
"3817","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,"New York",1,c(-75.493333, 44.6880555)
"3818","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,"New York",1,c(-75.497777, 44.6955555)
"3819","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.493055, 44.69)
"3820","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.495833, 44.6958333)
"3821","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.495833, 44.6958333)
"3822","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,"New York",1,c(-75.495833, 44.6955555)
"3823","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.435, 44.7313888)
"3824","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.486111, 44.704444)
"3825","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.494444, 44.7016666)
"3826","OGDENSBURG SECONDARY WWTP","RAILROAD ST & DENNY STREET","OGDENSBURG","NY",6.5,NA,NA,NA,c(-75.495277, 44.7002777)
"3827","TUPPER LAKE (V) WPCP","WATER STREET","TUPPER LAKE","NY",4.5,NA,"New York",1,c(-74.48472, 43.22833)
"3828","TUPPER LAKE (V) WPCP","WATER STREET","TUPPER LAKE","NY",4.5,NA,NA,NA,c(-74.46489, 44.23194)
"3829","COMBINED SEWER OVERFLOWS","2 FIFTEENTH ST","WATERVLIET","NY",0,NA,NA,NA,c(-73.705207, 42.708478)
"3830","COMBINED SEWER OVERFLOWS","2 FIFTEENTH ST","WATERVLIET","NY",0,NA,NA,NA,c(-73.70423, 42.71223)
"3831","COMBINED SEWER OVERFLOWS","2 FIFTEENTH ST","WATERVLIET","NY",0,NA,NA,NA,c(-73.703649, 42.713731)
"3832","COMBINED SEWER OVERFLOWS","2 FIFTEENTH ST","WATERVLIET","NY",0,NA,"New York",1,c(-73.699543, 42.724158)
"3833","COMBINED SEWER OVERFLOWS","2 FIFTEENTH ST","WATERVLIET","NY",0,NA,"New York",1,c(-73.697275, 42.730844)
"3834","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,NA,NA,c(-73.694501, 42.76911)
"3835","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,NA,NA,c(-73.69509, 42.766897)
"3836","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,NA,NA,c(-73.695235, 42.76766)
"3837","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,NA,NA,c(-73.694945, 42.7684)
"3838","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,NA,NA,c(-73.684768, 42.777766)
"3839","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,NA,NA,c(-73.682865, 42.772137)
"3840","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,"New York",1,c(-73.703786, 42.78112)
"3841","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,"New York",1,c(-73.696932, 42.763805)
"3842","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,"New York",1,c(-73.711619, 42.790554)
"3843","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,"New York",1,c(-73.69676, 42.767108)
"3844","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,"New York",1,c(-73.695827, 42.769754)
"3845","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,"New York",1,c(-73.697749, 42.774932)
"3846","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,NA,NA,c(-73.690161, 42.773107)
"3847","COHOES (C)","CITY HALL, 97 MOHAWK ST","COHOES","NY",0,NA,"New York",1,c(-73.695706, 42.771629)
"3848","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,"New York",1,c(-74.884444, 44.9180555)
"3849","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,"New York",1,c(-74.863055, 44.9222222)
"3850","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,"New York",1,c(-74.890555, 44.9336111)
"3851","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,"New York",1,c(-74.876111, 44.9366666)
"3852","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,"New York",1,c(-74.89111, 44.93611)
"3853","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,NA,NA,c(-74.897777, 44.9322222)
"3854","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,NA,NA,c(-74.89444, 44.91528)
"3855","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,NA,NA,c(-74.895277, 44.9325)
"3856","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,NA,NA,c(-74.893611, 44.9155555)
"3857","MASSENA (V) WWTP","302 EAST ORVIS STREET","MASSENA","NY",4.8,NA,"New York",1,c(-74.9, 44.9125)
"3858","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.212222, 43.0883333)
"3859","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.239166, 43.0855555)
"3860","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.203611, 43.0952777)
"3861","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.228611, 43.0827777)
"3862","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.229166, 43.0819444)
"3863","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.23, 43.0863888)
"3864","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.216944, 43.0844444)
"3865","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.245277, 43.0869444)
"3866","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.236389, 43.094167)
"3867","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.204167, 43.095833)
"3868","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.236388, 43.0941666)
"3869","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.220556, 43.095)
"3870","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.238611, 43.0827777)
"3871","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.214444, 43.0944444)
"3872","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.235833, 43.0844444)
"3873","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.253611, 43.1011111)
"3874","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.248611, 43.0975)
"3875","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.244722, 43.1052777)
"3876","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.251666, 43.1080555)
"3877","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.247222, 43.1033333)
"3878","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.25, 43.1002777)
"3879","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.286944, 43.0825)
"3880","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.2575, 43.0863888)
"3881","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.256666, 43.0847222)
"3882","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.255833, 43.0852777)
"3883","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.254722, 43.085)
"3884","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.253888, 43.0844444)
"3885","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.2675, 43.0841666)
"3886","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.259444, 43.101944)
"3887","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.256111, 43.1136111)
"3888","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.26, 43.0894444)
"3889","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.268333, 43.0805555)
"3890","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.207222, 43.1019444)
"3891","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.205555, 43.1016666)
"3892","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.237777, 43.1063888)
"3893","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.233611, 43.0836111)
"3894","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.2325, 43.0830555)
"3895","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.231111, 43.0822222)
"3896","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.261111, 43.110278)
"3897","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.263056, 43.087222)
"3898","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,NA,NA,c(-75.259444, 43.085)
"3899","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.225278, 43.093056)
"3900","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.247222, 43.1005555)
"3901","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.2375, 43.102778)
"3902","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.241667, 43.107222)
"3903","UTICA COMBINED SEWER OVERFLOWS","CITY HALL, 1 KENNEDY PLAZA","UTICA","NY",0,NA,"New York",1,c(-75.242222, 43.1069444)
"3904","COMBINED SEWER OVERFLOWS","20 CLINTON STREET","GREEN ISLAND","NY",0,NA,NA,NA,c(-73.690277, 42.7441666)
"3905","COMBINED SEWER OVERFLOWS","20 CLINTON STREET","GREEN ISLAND","NY",0,NA,NA,NA,c(-73.693055, 42.7391666)
"3906","COMBINED SEWER OVERFLOWS","20 CLINTON STREET","GREEN ISLAND","NY",0,NA,NA,NA,c(-73.696111, 42.7344444)
"3907","CHEMUNG CO REGIONAL WWTP","600 MILTON STREET","ELMIRA","NY",12,NA,"New York",1,c(-76.809166, 42.0869444)
"3908","CHEMUNG CO REGIONAL WWTP","600 MILTON STREET","ELMIRA","NY",12,NA,"New York",1,c(-76.791388, 42.0883333)
"3909","CHEMUNG CO REGIONAL WWTP","600 MILTON STREET","ELMIRA","NY",12,NA,"New York",1,c(-76.784444, 42.0886111)
"3910","CHEMUNG CO REGIONAL WWTP","600 MILTON STREET","ELMIRA","NY",12,NA,"New York",1,c(-76.784166, 42.0897222)
"3911","CHEMUNG CO REGIONAL WWTP","600 MILTON STREET","ELMIRA","NY",12,NA,NA,NA,c(-76.781111, 42.0822222)
"3912","CHEMUNG CO REGIONAL WWTP","600 MILTON STREET","ELMIRA","NY",12,NA,"New York",1,c(-76.788611, 42.0963888)
"3913","CHEMUNG CO REGIONAL WWTP","600 MILTON STREET","ELMIRA","NY",12,NA,"New York",1,c(-76.791111, 42.0883333)
"3914","TICONDEROGA SD#5 WPCP","219 MONTCALM STREET","TICONDEROGA","NY",1.7,NA,NA,NA,c(-73.427777, 43.8472222)
"3915","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.670981, 42.792985)
"3916","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.67409, 42.785244)
"3917","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.674398, 42.784629)
"3918","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.675111, 42.783474)
"3919","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.675711, 42.782253)
"3920","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.676111, 42.781006)
"3921","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.676522, 42.779789)
"3922","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.677082, 42.778634)
"3923","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.677585, 42.777471)
"3924","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.678166, 42.776245)
"3925","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.678647, 42.775002)
"3926","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.679284, 42.773804)
"3927","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.679591, 42.77253)
"3928","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.680292, 42.771471)
"3929","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.680738, 42.770216)
"3930","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.681501, 42.767414)
"3931","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.681745, 42.766366)
"3932","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.681982, 42.764889)
"3933","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.681979, 42.763593)
"3934","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.682097, 42.762266)
"3935","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.685905, 42.743307)
"3936","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.68662, 42.740916)
"3937","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.686815, 42.73987)
"3938","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.687478, 42.738112)
"3939","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.688023, 42.736475)
"3940","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.689082, 42.734964)
"3941","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.689931, 42.734169)
"3942","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.690992, 42.733421)
"3943","COMBINED SEWER OVERFLOWS","25 WATER PLANT ROAD","TROY","NY",0,NA,"New York",1,c(-73.69261, 42.732246)
