"","FACILITY_NAME","LOCATION_ADDRESS","FACILITY_CITY","STATE_CODE","PERMIT_DESIGN_FLOW","PERMIT_AVG_FLOW","SF","SN_C","geometry"
"3571","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-73.971944, 40.8047222)
"3572","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-73.968611, 40.8091666)
"3573","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-73.961944, 40.8180555)
"3574","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,"New York",1,c(-73.959444, 40.8236111)
"3575","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,"New York",1,c(-73.921111, 40.86)
"3576","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-73.990833, 40.7775)
"3577","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-73.998611, 40.765)
"3578","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-74.001944, 40.7622222)
"3579","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-74.009166, 40.7425)
"3580","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-74.011111, 40.7408333)
"3581","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-73.9975, 40.7663888)
"3582","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,NA,NA,c(-74.005833, 40.7566666)
"3583","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,"New York",1,c(-73.915555, 40.8630555)
"3584","NYCDEP - NORTH RIVER WPCP","725 W. 135 ST","MANHATTAN (SUBDIVISION)","NY",170,NA,"New York",1,c(-73.958611, 40.8258333)
"3585","POUGHKEEPSIE (C) WPCP","173 KITTREDGE PLACE","POUGHKEEPSIE","NY",10,NA,"New York",1,c(-73.941666, 41.6983333)
"3586","POUGHKEEPSIE (C) WPCP","173 KITTREDGE PLACE","POUGHKEEPSIE","NY",10,NA,"New York",1,c(-73.941388, 41.6972222)
"3587","POUGHKEEPSIE (C) WPCP","173 KITTREDGE PLACE","POUGHKEEPSIE","NY",10,NA,"New York",1,c(-73.941388, 41.7094444)
"3588","POUGHKEEPSIE (C) WPCP","173 KITTREDGE PLACE","POUGHKEEPSIE","NY",10,NA,"New York",1,c(-73.941388, 41.6972222)
"3589","POUGHKEEPSIE (C) WPCP","173 KITTREDGE PLACE","POUGHKEEPSIE","NY",10,NA,"New York",1,c(-73.941388, 41.7094444)
"3590","NORTH TONAWANDA (C) WWTP","830 RIVER ROAD","NORTH TONAWANDA","NY",13,NA,"New York",1,c(-78.88333, 43.03278)
"3591","NORTH TONAWANDA (C) WWTP","830 RIVER ROAD","NORTH TONAWANDA","NY",13,NA,"New York",1,c(-78.88111, 43.02944)
"3592","NORTH TONAWANDA (C) WWTP","830 RIVER ROAD","NORTH TONAWANDA","NY",13,NA,"New York",1,c(-75.88222, 43.02472)
"3593","NORTH TONAWANDA (C) WWTP","830 RIVER ROAD","NORTH TONAWANDA","NY",13,NA,"New York",1,c(-75.89306, 43.04806)
"3594","NORTH TONAWANDA (C) WWTP","830 RIVER ROAD","NORTH TONAWANDA","NY",13,NA,NA,NA,c(-78.89083, 43.04417)
"3595","NORTH TONAWANDA (C) WWTP","830 RIVER ROAD","NORTH TONAWANDA","NY",13,NA,NA,NA,c(-78.890277, 43.0425)
"3596","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.004833, 41.4949166)
"3597","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.009444, 41.4883333)
"3598","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.006, 41.4936666)
"3599","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.005777, 41.4956666)
"3600","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.005333, 41.4979722)
"3601","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.004888, 41.50175)
"3602","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.005055, 41.5030277)
"3603","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.004527, 41.5045555)
"3604","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.004722, 41.5054444)
"3605","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.004861, 41.5064444)
"3606","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.005333, 41.5089722)
"3607","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.006138, 41.5139444)
"3608","NEWBURGH (C) WWTP","2 RENWICK STREET","NEWBURGH","NY",9,NA,"New York",1,c(-74.00625, 41.5167222)
"3609","NIAGARA FALLS (C) WWTP","1200 BUFFALO AVENUE","NIAGARA FALLS","NY",48,NA,"New York",1,c(-79.066666, 43.09)
"3610","NIAGARA FALLS (C) WWTP","1200 BUFFALO AVENUE","NIAGARA FALLS","NY",48,NA,"New York",1,c(-79.06333, 43.09389)
"3611","NIAGARA FALLS (C) WWTP","1200 BUFFALO AVENUE","NIAGARA FALLS","NY",48,NA,"New York",1,c(-79.060555, 43.0994444)
"3612","NIAGARA FALLS (C) WWTP","1200 BUFFALO AVENUE","NIAGARA FALLS","NY",48,NA,"New York",1,c(-79.056944, 43.1072222)
"3613","NIAGARA FALLS (C) WWTP","1200 BUFFALO AVENUE","NIAGARA FALLS","NY",48,NA,NA,NA,c(-79.059166, 43.1136111)
"3614","NIAGARA FALLS (C) WWTP","1200 BUFFALO AVENUE","NIAGARA FALLS","NY",48,NA,NA,NA,c(-79.059722, 43.1255555)
"3615","NIAGARA FALLS (C) WWTP","1200 BUFFALO AVENUE","NIAGARA FALLS","NY",48,NA,NA,NA,c(-79.050833, 43.1322222)
"3616","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,"New York",1,c(-73.911111, 40.915)
"3617","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,"New York",1,c(-73.906666, 40.9375)
"3618","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,"New York",1,c(-73.898888, 40.9455555)
"3619","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,"New York",1,c(-73.900833, 40.9405555)
"3620","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,NA,NA,c(-73.896388, 40.9569444)
"3621","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,NA,NA,c(-73.893055, 40.96)
"3622","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,NA,NA,c(-73.892222, 40.9630555)
"3623","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,NA,NA,c(-73.888611, 40.9877777)
"3624","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,NA,NA,c(-73.905277, 40.9236111)
"3625","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,"New York",1,c(-73.903611, 40.9283333)
"3626","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,NA,NA,c(-73.9075, 40.9233333)
"3627","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,"New York",1,c(-73.903055, 40.9375)
"3628","YONKERS JOINT WWTP","1 FERNBROOK ST, LUDLOW DOCK SOUTH","YONKERS","NY",120,NA,NA,NA,c(-73.9075, 40.9227777)
"3629","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.690833, 43.1816666)
"3630","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.692777, 43.1708333)
"3631","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.694722, 43.17)
"3632","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.694722, 43.1697222)
"3633","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.696111, 43.1688888)
"3634","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.70194, 43.16417)
"3635","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.7075, 43.1583333)
"3636","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.68028, 43.18056)
"3637","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.685277, 43.1769444)
"3638","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.686666, 43.1758333)
"3639","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.686944, 43.1755555)
"3640","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.68056, 43.17167)
"3641","LOCKPORT (C) WWTP","611 WEST JACKSON STREET","LOCKPORT","NY",22,NA,"New York",1,c(-78.687222, 43.1752777)
"3642","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,"New York",1,c(-73.981111, 40.7055555)
"3643","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,"New York",1,c(-73.981388, 40.7058333)
"3644","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,"New York",1,c(-73.98028, 40.70639)
"3645","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,"New York",1,c(-73.9825, 40.7055555)
"3646","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,"New York",1,c(-73.9875, 40.7052777)
"3647","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.988333, 40.7044444)
"3648","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.989722, 40.705)
"3649","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.990555, 40.7044444)
"3650","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.013888, 40.7)
"3651","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.000833, 40.6961111)
"3652","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.995833, 40.7030555)
"3653","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.001111, 40.6941666)
"3654","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.000833, 40.6913888)
"3655","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.000833, 40.6905555)
"3656","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.004166, 40.6888888)
"3657","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.008055, 40.6863888)
"3658","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.005555, 40.6866666)
"3659","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.0075, 40.6869444)
"3660","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.009722, 40.6833333)
"3661","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.010555, 40.6825)
"3662","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.011944, 40.6813888)
"3663","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.013055, 40.6805555)
"3664","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.017777, 40.6805555)
"3665","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.017222, 40.6736111)
"3666","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.007222, 40.6686111)
"3667","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-74.006944, 40.6686111)
"3668","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.998888, 40.6713888)
"3669","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.99472, 40.67361)
"3670","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,"New York",1,c(-73.986944, 40.6813888)
"3671","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,"New York",1,c(-73.986944, 40.6816666)
"3672","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.9925, 40.6761111)
"3673","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.988611, 40.6788888)
"3674","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.987777, 40.68)
"3675","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,"New York",1,c(-73.987222, 40.6808333)
"3676","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.98889, 40.67944)
"3677","NYCDEP - RED HOOK WRRF","127TH ST & EAST RIVER","BROOKLYN","NY",60,NA,NA,NA,c(-73.9775, 40.7033333)
"3678","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.185277, 43.0555555)
"3679","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.181666, 43.0536111)
"3680","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.177222, 43.0530555)
"3681","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.176388, 43.0519444)
"3682","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.173888, 43.05)
"3683","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.175833, 43.0463888)
"3684","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.1725, 43.0458333)
"3685","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.173055, 43.0427777)
"3686","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.174722, 43.04)
"3687","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.177222, 43.0388888)
"3688","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.179722, 43.0366666)
"3689","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.182777, 43.0361111)
"3690","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.157222, 43.0547222)
"3691","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.156944, 43.0544444)
"3692","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.157222, 43.0486111)
"3693","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.157222, 43.0480555)
"3694","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.156944, 43.0480555)
"3695","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.156944, 43.0472222)
"3696","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.157222, 43.0469444)
"3697","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.157222, 43.0458333)
"3698","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.155277, 43.0444444)
"3699","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.153888, 43.0436111)
"3700","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.154166, 43.0436111)
"3701","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.154444, 43.0425)
"3702","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.154722, 43.0422222)
"3703","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.155, 43.0366666)
"3704","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.155277, 43.0330555)
"3705","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.159444, 43.0305555)
"3706","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.182777, 43.0540277)
"3707","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.155277, 43.0208333)
"3708","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.154722, 43.0236111)
"3709","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.155, 43.021944)
"3710","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.187778, 43.057778)
"3711","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.160278, 43.055556)
"3712","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.161388, 43.0555555)
"3713","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.1575, 43.0161111)
"3714","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.176388, 43.0519444)
"3715","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.161388, 43.0572222)
"3716","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.122777, 43.0783333)
"3717","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.171944, 43.0766666)
"3718","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.173611, 43.065)
"3719","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.154722, 43.0191666)
"3720","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,NA,NA,c(-76.188611, 43.0355555)
"3721","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.158055, 43.0508333)
"3722","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.184722, 43.035278)
"3723","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.156944, 43.0463888)
"3724","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.158333, 43.033333)
"3725","METROPOLITAN SYRACUSE WWTP","650 HIAWATHA BLVD- WEST","SYRACUSE","NY",84.2,NA,"New York",1,c(-76.158333, 43.033611)
"3726","CLAYTON (V) STP","GARDENER STREET","CLAYTON","NY",1.045,NA,NA,NA,c(-76.08944, 44.24028)
"3727","CLAYTON (V) STP","GARDENER STREET","CLAYTON","NY",1.045,NA,NA,NA,c(-76.08639, 44.24056)
"3728","LEWISTON MASTER SD","501 PLETCHER ROAD","LEWISTON","NY",2.75,NA,NA,NA,c(-79.046944, 43.201667)
"3729","LEWISTON MASTER SD","501 PLETCHER ROAD","LEWISTON","NY",2.75,NA,NA,NA,c(-79.044444, 43.201667)
"3730","LEWISTON MASTER SD","501 PLETCHER ROAD","LEWISTON","NY",2.75,NA,NA,NA,c(-79.046056, 43.201389)
"3731","DUNKIRK (C) WWTP","WRIGHT PARK DRIVE","DUNKIRK","NY",6,NA,"New York",1,c(-79.319167, 42.500556)
"3732","FRANK E VAN LARE STP","1574 LAKE SHORE BLVD","ROCHESTER","NY",135,NA,"New York",1,c(-77.631944, 43.1325)
"3733","FRANK E VAN LARE STP","1574 LAKE SHORE BLVD","ROCHESTER","NY",135,NA,NA,NA,c(-77.531666, 43.1986111)
"3734","FRANK E VAN LARE STP","1574 LAKE SHORE BLVD","ROCHESTER","NY",135,NA,NA,NA,c(-77.519444, 43.1541666)
"3735","FRANK E VAN LARE STP","1574 LAKE SHORE BLVD","ROCHESTER","NY",135,NA,"New York",1,c(-77.623611, 43.1708333)
"3736","FRANK E VAN LARE STP","1574 LAKE SHORE BLVD","ROCHESTER","NY",135,NA,"New York",1,c(-77.621944, 43.1980555)
"3737","FRANK E VAN LARE STP","1574 LAKE SHORE BLVD","ROCHESTER","NY",135,NA,"New York",1,c(-77.620277, 43.1980555)
"3738","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.904722, 42.920556)
"3739","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.907222, 42.9372222)
"3740","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.899166, 42.9261111)
"3741","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.899166, 42.9241666)
"3742","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.899722, 42.9222222)
"3743","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.899444, 42.9222222)
"3744","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.9, 42.9208333)
"3745","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.900833, 42.9188888)
"3746","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.901388, 42.9172222)
"3747","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.903333, 42.9136111)
"3748","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.901944, 42.9133333)
"3749","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.893611, 42.8888888)
"3750","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.886666, 42.8836111)
"3751","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.885277, 42.8827777)
"3752","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.884166, 42.8813888)
"3753","BIRD ISLAND STP","90 WEST FERRY STREET","BUFFALO","NY",180,NA,"New York",1,c(-78.879722, 42.8772222)
